,Company_Name,Rating,No_Of_Reviews,Company_Type,Location
2031,Sanmina Sci,4.1,(521),Electronics Manufacturing,Chennai +16 other locations
2032,Ge India Industrial,4.1,(520),Industrial Machinery,Pune +23 other locations
2033,Wockhardt Hospital,4.0,(520),Healthcare,Mumbai +27 other locations
2034,Tradeshala,4.5,(520),Education & Training,Bangalore / Bengaluru +8 other locations
2035,My Home Constructions,4.3,(519),Real Estate,Hyderabad / Secunderabad +19 other locations
2036,Brigade Group,4.1,(521),Real Estate,Bangalore / Bengaluru +11 other locations
2037,Legrand,3.7,(519),Electrical Equipment,Mumbai +58 other locations
2038,Magma General Insurance Limited,3.7,(519),Insurance,Mumbai +87 other locations
2039,Bharat Gears,4.0,(518),Auto Components,Faridabad +23 other locations
2040,BOBCARD Ltd.,4.2,(518),NBFC,Mumbai +105 other locations
2041,Hi Tech Projects,4.6,(518),Engineering & Construction,Ahmedabad +8 other locations
2042,Ziqitza Health Care,3.8,(518),Healthcare,Mumbai +60 other locations
2043,ACTE,4.7,(517),Education & Training,Chennai +10 other locations
2044,V.S.T Tillers Tractors,3.5,(517),Industrial Machinery,Bangalore / Bengaluru +56 other locations
2045,Satyam Auto Components,3.9,(517),Auto Components,Gurgaon / Gurugram +27 other locations
2046,Coats,3.6,(517),Fashion & Textile,Bangalore / Bengaluru +55 other locations
2047,ATS Infrastructure,4.1,(516),Real Estate,Noida +12 other locations
2048,Vishwa Samudra Engineering,3.6,(530),Engineering & Construction,Hyderabad / Secunderabad +42 other locations
2049,Lakme,4.1,(516),Beauty & Personal Care,Mumbai +78 other locations
2050,Vivanta by Taj,4.2,(516),Hospitality,New Delhi +48 other locations
2051,EC-Council,4.1,(516),EdTech,Hyderabad / Secunderabad +18 other locations
2052,Pitti Engineering,3.8,(516),Industrial Machinery,Hyderabad / Secunderabad +13 other locations
2053,JK Tech,3.7,(516),IT Services & Consulting,Bangalore / Bengaluru +20 other locations
2054,Innovatiview India Ltd,4.3,(516),Emerging Technologies,Noida +15 other locations
2055,Hero Cycles,3.3,(515),Automobile,Ludhiana +50 other locations
2056,DiGibizz,3.9,(516),Mumbai +162 other locations,
2057,Metro Group of Hospitals,3.8,(515),Healthcare,New Delhi +32 other locations
2058,Regalix,2.8,(514),Marketing & Advertising,Hyderabad / Secunderabad +7 other locations
2059,Suprajit Engineering,3.9,(514),Auto Components,Bangalore / Bengaluru +38 other locations
2060,AML RightSource,2.7,(533),IT Services & Consulting,New Delhi +9 other locations
2061,Haldiram Snacks,3.9,(515),Food Processing,Noida +66 other locations
2062,Amar Ujala,3.9,(513),Printing & Publishing,Noida +54 other locations
2063,Vakrangee,3.8,(513),BPO,Mumbai +91 other locations
2064,GUS Education India,3.1,(513),Education & Training,Hyderabad / Secunderabad +8 other locations
2065,Hafele,4.0,(513),Furniture & Furnishing,Mumbai +44 other locations
2066,Aptus Value Housing Finance India,4.2,(513),NBFC,Chennai +152 other locations
2067,Indecomm Global Services,3.9,(512),IT Services & Consulting,Bangalore / Bengaluru +13 other locations
2068,Vidal Health Insurance,3.7,(512),Insurance,Bangalore / Bengaluru +37 other locations
2069,Chemplast Sanmar,3.5,(512),Chemicals,Salem +19 other locations
2070,RSB Transmissions,3.9,(512),Auto Components,Pune +23 other locations
2071,Metalman Auto,3.9,(512),Auto Components,Aurangabad +23 other locations
2072,Williams Lea,3.6,(511),BPO,Chennai +18 other locations
2073,Centum Learning,3.7,(510),Education & Training,New Delhi +81 other locations
2074,F1 Info Solutions and Services,3.7,(510),IT Services & Consulting,Noida +46 other locations
2075,PEGATRON,3.9,(510),Electronics Manufacturing,Chennai +13 other locations
2076,Metriqe Solutions,3.9,(510),BPO,Chennai +5 other locations
2077,MUTHOOT HOMEFIN (I) LTD.,3.9,(509),NBFC,Mumbai +105 other locations
2078,Nivea,4.1,(509),Beauty & Personal Care,Mumbai +69 other locations
2079,Hindusthan National Glass,3.7,(508),Packaging,Bahadurgarh +23 other locations
2080,CARE,4.3,(507),Non-Profit,Patna +114 other locations
2081,Spectrum Talent Management,3.5,(507),Recruitment,Noida +84 other locations
2082,Cairn Energy,3.6,(506),Oil & Gas,Barmer +31 other locations
2083,Macquarie Group,3.2,(505),Financial Services,Gurgaon / Gurugram +17 other locations
2084,CMR Green Technologies,3.5,(505),Metals & Mining,Faridabad +34 other locations
2085,OutworX,3.5,(505),IT Services & Consulting,Pune +41 other locations
2086,Pace Setters Business Solutions,3.4,(505),BPO,Mumbai +24 other locations
2087,LearningMate Solutions,3.0,(504),EdTech,Mumbai +12 other locations
2088,Galaxy Surfactants,3.8,(504),Chemicals,Mumbai +25 other locations
2089,Poorvika Mobiles,3.9,(504),Retail,Chennai +62 other locations
2090,Safari Industries India,4.0,(504),Retail,Mumbai +77 other locations
2091,Webskitters,3.8,(504),IT Services & Consulting,Kolkata +4 other locations
2092,Cuemath,3.6,(503),EdTech,Bangalore / Bengaluru +22 other locations
2093,AT&T,3.9,(502),Telecom,Bangalore / Bengaluru +18 other locations
2094,Mobile Programming,2.9,(502),IT Services & Consulting,Bangalore / Bengaluru +23 other locations
2095,Mobikwik,3.5,(503),FinTech,Gurgaon / Gurugram +47 other locations
2096,Adda 247,3.7,(502),EdTech,Gurgaon / Gurugram +23 other locations
2097,FinThrive,3.5,(502),Analytics & KPO,Chennai +8 other locations
2098,BharatMatrimony.com,3.9,(502),Internet,Chennai +31 other locations
2099,Morepen Laboratories,3.9,(501),Pharma,New Delhi +47 other locations
2100,QHTalbros,3.7,(501),Auto Components,Gurgaon / Gurugram +26 other locations
2101,BrightCHAMPS,3.9,(501),EdTech,Bangalore / Bengaluru +28 other locations
2102,Kokilaben Dhirubhai Ambani Hospital,3.7,(500),Healthcare,Mumbai +20 other locations
2103,Ministry of Defence,4.3,(500),Government,New Delhi +74 other locations
2104,Dr. Agarwal's Eye Hospital,3.8,(500),Healthcare,Chennai +79 other locations
2105,Voltech,3.5,(500),Electrical Equipment,Chennai +44 other locations
2106,Premier Energies,4.0,(502),Electronics Manufacturing,Hyderabad / Secunderabad +24 other locations
2107,IKF Finance,4.0,(500),NBFC,Hyderabad / Secunderabad +125 other locations
2108,TÜV Rheinland,4.1,(499),"Testing, Inspection and Certification (TIC)",Bangalore / Bengaluru +69 other locations
2109,Securitas,3.8,(499),Law Enforcement & Security,Gurgaon / Gurugram +44 other locations
2110,Pierian Services,3.4,(498),Management Consulting,Bangalore / Bengaluru +19 other locations
2111,Future Lifestyle Fashion,4.2,(498),Retail,Bangalore / Bengaluru +63 other locations
2112,RapiPay,3.6,(498),FinTech,Noida +109 other locations
2113,Emerson Electric Co.,4.0,(499),IT Services & Consulting,Pune +24 other locations
2114,Great Learning,3.5,(498),EdTech,Bangalore / Bengaluru +12 other locations
2115,Muthoottu Mini Financiers,3.5,(498),NBFC,Bangalore / Bengaluru +99 other locations
2116,Indian Bank,3.4,(497),Banking,Chennai +111 other locations
2117,Nelito System,3.3,(496),IT Services & Consulting,Mumbai +41 other locations
2118,NAV Backoffice,3.7,(496),Accounting & Auditing,Jaipur +10 other locations
2119,Rakuten,3.5,(496),IT Services & Consulting,Bangalore / Bengaluru +11 other locations
2120,Varuna Integrated Logistics,3.8,(496),Logistics,Gurgaon / Gurugram +54 other locations
2121,Rakuten,3.5,(496),IT Services & Consulting,Bangalore / Bengaluru +11 other locations
2122,Hamdard,4.0,(496),FMCG,New Delhi +74 other locations
2123,Sarovar Hotels & Resorts,4.1,(495),Hospitality,New Delhi +70 other locations
2124,RSM India,3.3,(495),Mumbai +35 other locations,
2125,HSBC Global Banking and Markets,3.9,(495),Banking,Bangalore / Bengaluru +15 other locations
2126,Deloitte Digital,3.8,(495),IT Services & Consulting,Bangalore / Bengaluru +27 other locations
2127,Saud Bahwan Group,3.6,(494),Automobile,Muscat +26 other locations
2128,ServiceNow,4.0,(494),Software Product,Hyderabad / Secunderabad +15 other locations
2129,LIC Housing Finance,3.9,(494),NBFC,Mumbai +120 other locations
2130,Insolutions Global,3.6,(494),FinTech,Mumbai +20 other locations
2131,Techwave Consulting,3.7,(494),IT Services & Consulting,Hyderabad / Secunderabad +5 other locations
2132,Johnson Matthey,3.9,(493),Metals & Mining,Gurgaon / Gurugram +22 other locations
2133,Saksoft,3.5,(493),IT Services & Consulting,Bangalore / Bengaluru +18 other locations
2134,Pepperfry,3.2,(493),Furniture & Furnishing,Mumbai +38 other locations
2135,HealthifyMe,2.7,(493),Internet,Bangalore / Bengaluru +19 other locations
2136,Tuaman Engineering,4.3,(494),Engineering & Construction,Kolkata +36 other locations
2137,Go First,3.9,(493),Aviation,Mumbai +34 other locations
2138,Hitachi Systems,3.9,(493),IT Services & Consulting,Mumbai +40 other locations
2139,Ivrcl Infrastructures & Projects,4.3,(492),Engineering & Construction,Hyderabad / Secunderabad +54 other locations
2140,Alight Solutions,3.4,(492),IT Services & Consulting,Kochi +14 other locations
2141,Gyan Dairy,4.0,(492),Food Processing,Lucknow +45 other locations
2142,Alchemy Techsol India,3.4,(493),IT Services & Consulting,Bangalore / Bengaluru +19 other locations
2143,Atomberg Technologies,3.8,(492),Consumer Electronics & Appliances,Pune +64 other locations
2144,Innovaccer,3.4,(491),Software Product,Noida +8 other locations
2145,BKT Tyres,4.2,(491),Auto Components,Bhuj +32 other locations
2146,SunTec Web Services,3.2,(491),BPO,New Delhi +9 other locations
2147,India Post,3.7,(491),Government,Bangalore / Bengaluru +190 other locations
2148,Texmo Industries,3.8,(492),Industrial Machinery,Coimbatore +36 other locations
2149,Global Autotech,4.0,(491),Auto Components,Greater Noida +16 other locations
2150,Amara Raja Infra,4.0,(492),Engineering & Construction,Hyderabad / Secunderabad +51 other locations
2151,Trimax IT Infrastructure Services,3.6,(490),IT Services & Consulting,Mumbai +71 other locations
2152,Tractebel,4.1,(490),Engineering & Construction,Gurgaon / Gurugram +88 other locations
2153,Bira 91,3.3,(490),Beverage,New Delhi +57 other locations
2154,Sheela Foam,3.9,(490),Furniture & Furnishing,Noida +89 other locations
2155,Value Point Systems,3.5,(489),IT Services & Consulting,Bangalore / Bengaluru +44 other locations
2156,Communications Test Design,3.7,(489),IT Services & Consulting,Bangalore / Bengaluru +50 other locations
2157,Kaar Tech,4.0,(489),IT Services & Consulting,Chennai +11 other locations
2158,Markets and Markets,2.8,(489),Analytics & KPO,Pune +17 other locations
2159,NJ India Invest,3.7,(489),Financial Services,Surat +81 other locations
2160,Sadbhav Engineering,4.2,(488),Engineering & Construction,Ahmedabad +66 other locations
2161,Stylebaazar,3.9,(488),Retail,Kolkata +93 other locations
2162,QUICK HEAL TECHNOLOGIES,3.7,(488),Software Product,Pune +45 other locations
2163,Hinduja Tech,3.2,(488),IT Services & Consulting,Chennai +17 other locations
2164,Mars International India,4.2,(488),Food Processing,Hyderabad / Secunderabad +84 other locations
2165,Dalmia Bharat Group,3.9,(487),Building Material,New Delhi +97 other locations
2166,TRINAMIX,4.5,(487),IT Services & Consulting,Pune +5 other locations
2167,Addverb Technologies,3.5,(488),Industrial Automation,Noida +23 other locations
2168,Kiswok Industries,3.7,(487),Iron & Steel,Kolkata +8 other locations
2169,Rusan Pharma,3.5,(487),Pharma,Dehradun +24 other locations
2170,Kandhari Beverages,3.8,(487),Beverage,Jammu +50 other locations
2171,Maersk Line,4.0,(486),Logistics,Pune +27 other locations
2172,BCG,3.7,(486),Management Consulting,Gurgaon / Gurugram +8 other locations
2173,National Commodities Management Services,4.0,(486),Agriculture,Gurgaon / Gurugram +88 other locations
2174,Micron Technology,3.6,(486),Semiconductors,Hyderabad / Secunderabad +16 other locations
2175,Kalyani Technoforge,3.8,(486),Auto Components,Pune +18 other locations
2176,African Industries,3.9,(486),Iron & Steel,Lagos +24 other locations
2177,Medikabazaar,4.3,(486),Medical Equipment,Mumbai +32 other locations
2178,2COMS,3.2,(485),Kolkata +50 other locations,
2179,Axa XL,3.6,(485),Insurance,Gurgaon / Gurugram +6 other locations
2180,Juniper Networks,4.2,(485),Hardware & Networking,Bangalore / Bengaluru +8 other locations
2181,BharatPe,3.5,(485),FinTech,Gurgaon / Gurugram +78 other locations
2182,Sterling Holiday Resort,3.7,(485),Hospitality,Chennai +65 other locations
2183,Yardi Systems,3.5,(485),Software Product,Pune +2 other locations
2184,Ben Franklin Opticians,3.6,(485),Retail,Hyderabad / Secunderabad +115 other locations
2185,QBurst Technologies,4.2,(485),Software Product,Kochi +16 other locations
2186,iNurture Education Solutions,2.5,(484),EdTech,Bangalore / Bengaluru +39 other locations
2187,Cadbury,4.3,(484),Food Processing,Mumbai +112 other locations
2188,Think Gas Ludhiana,3.6,(484),Oil & Gas,Chennai +49 other locations
2189,Voya India,3.7,(484),Financial Services,Bangalore / Bengaluru +12 other locations
2190,Otsuka Pharmaceutical India Private Limited,4.1,(484),Pharma,Ahmedabad +40 other locations
2191,Xerox,3.8,(483),Printing & Publishing,Bangalore / Bengaluru +35 other locations
2192,Romsons Group Of Industries,3.7,(483),Medical Equipment,Agra +56 other locations
2193,Par Health,4.1,(483),Pharma,Indore +11 other locations
2194,SUEZ Group,4.2,(483),Waste Management,New Delhi +48 other locations
2195,Indiafilings,4.2,(482),Internet,Chennai +11 other locations
2196,ZEISS India,3.6,(482),Industrial Machinery,Bangalore / Bengaluru +33 other locations
2197,Siemens Healthineers,4.0,(481),Healthcare,Bangalore / Bengaluru +19 other locations
2198,Kirby Building Systems,4.0,(481),Building Material,Hyderabad / Secunderabad +37 other locations
2199,N+A,3.8,(481),Financial Services,Bangalore / Bengaluru +65 other locations
2200,Jiva Ayurvedic Pharmacy,3.8,(481),Faridabad +48 other locations,
2201,Gilbarco Veeder Root,3.8,(479),Industrial Machinery,Mumbai +59 other locations
2202,GD Goenka Public School,3.5,(479),Education & Training,New Delhi +70 other locations
2203,McNally Bharat Engineering,3.9,(478),Engineering & Construction,Kolkata +57 other locations
2204,Cosmo Films,3.7,(478),Packaging,Aurangabad +12 other locations
2205,Saudi Binladin Group,4.2,(478),Engineering & Construction,Jeddah +32 other locations
2206,Ascent Business Solutions,3.3,(478),Analytics & KPO,Nagpur +14 other locations
2207,Sri Krishna Pharmaceuticals,3.9,(477),Pharma,Hyderabad / Secunderabad +15 other locations
2208,Qcon,4.3,(477),Engineering & Construction,Mumbai +30 other locations
2209,Ppap Automotive,3.8,(477),Auto Components,Noida +17 other locations
2210,Walkaroo International,3.6,(487),Fashion & Textile,Coimbatore +54 other locations
2211,Mahanagar Gas,4.2,(477),Oil & Gas,Mumbai +26 other locations
2212,Plastic Omnium,3.7,(477),Automobile,Pune +18 other locations
2213,InCred Finance,3.8,(477),NBFC,Mumbai +67 other locations
2214,ThoughtSol Infotech Limited,4.6,(477),IT Services & Consulting,New Delhi +18 other locations
2215,Orcapod Consulting Services,3.1,(476),IT Services & Consulting,Hyderabad / Secunderabad +22 other locations
2216,Giesecke & Devrient,3.4,(475),IT Services & Consulting,Gurgaon / Gurugram +53 other locations
2217,MindGate Solutions,3.2,(475),IT Services & Consulting,Mumbai +10 other locations
2218,Mikuni,4.1,(475),Auto Components,Neemrana +17 other locations
2219,Invesco,3.7,(475),Financial Services,Hyderabad / Secunderabad +7 other locations
2220,Alpla,3.9,(475),Packaging,Hyderabad / Secunderabad +27 other locations
2221,L. N. Malviya Infra Projects Group,3.1,(475),Engineering & Construction,Bhopal +121 other locations
2222,Riya Travel,3.6,(475),Travel & Tourism,Mumbai +38 other locations
2223,Leighton Contractors,4.0,(474),Engineering & Construction,Mumbai +21 other locations
2224,Westin,4.2,(474),Hospitality,Mumbai +32 other locations
2225,Grindwell Norton,3.6,(474),Industrial Machinery,Bangalore / Bengaluru +42 other locations
2226,Onshore Construction,3.7,(474),Engineering & Construction,Mumbai +44 other locations
2227,FNP,3.3,(474),Retail,New Delhi +18 other locations
2228,Magneti Marelli Motherson Auto System,3.8,(474),Auto Components,Pune +19 other locations
2229,NBTC GROUP,3.2,(474),Oil & Gas,Chennai +25 other locations
2230,C-Edge Technologies,3.7,(473),IT Services & Consulting,Mumbai +20 other locations
2231,Prime Focus Technologies,3.1,(473),Software Product,Bangalore / Bengaluru +17 other locations
2232,ASM Technologies,3.5,(473),Engineering & Construction,Bangalore / Bengaluru +21 other locations
2233,Epiroc,4.0,(473),Industrial Machinery,Bangalore / Bengaluru +27 other locations
2234,EID Parry (India),3.9,(473),Food Processing,Chennai +40 other locations
2235,Central Public Works Department,4.1,(473),Government,New Delhi +125 other locations
2236,Essjay Ericsson,4.2,(472),Analytics & KPO,New Delhi +80 other locations
2237,Quinnox,3.8,(472),IT Services & Consulting,Bangalore / Bengaluru +8 other locations
2238,Lite Bite Foods,4.4,(472),Hospitality,New Delhi +25 other locations
2239,Marble Box,3.7,(472),BPO,Kolkata +6 other locations
2240,Sayaji Hotels,4.2,(472),Hospitality,Indore +37 other locations
2241,Bridgestone India Automotive Products,4.1,(473),Auto Components,Gurgaon / Gurugram +45 other locations
2242,Thought Focus,3.4,(472),IT Services & Consulting,Bangalore / Bengaluru +11 other locations
2243,Marble Box,3.7,(472),BPO,Kolkata +6 other locations
2244,Lite Bite Foods,4.4,(472),Hospitality,New Delhi +25 other locations
2245,Oriental Structural Engineers,4.2,(471),Engineering & Construction,New Delhi +62 other locations
2246,Keysight Technologies,3.8,(471),Electronics Manufacturing,Gurgaon / Gurugram +12 other locations
2247,Flowserve,3.7,(471),Industrial Machinery,Bangalore / Bengaluru +16 other locations
2248,KRBL,3.8,(471),Food Processing,Noida +58 other locations
2249,Aparna Enterprises,3.9,(471),Building Material,Hyderabad / Secunderabad +42 other locations
2250,GHCL Limited,3.9,(470),Chemicals,Sutrapada +29 other locations
2251,Jumbotail Technologies,3.7,(470),Retail,Bangalore / Bengaluru +29 other locations
2252,Kellton,2.9,(469),IT Services & Consulting,Gurgaon / Gurugram +19 other locations
2253,MediBuddy,3.4,(469),Healthcare,Bangalore / Bengaluru +18 other locations
2254,Allana Group of Companies,3.8,(468),Food Processing,Mumbai +39 other locations
2255,Shalimar Paints,3.5,(468),Chemicals,Gurgaon / Gurugram +86 other locations
2256,Tetra Pak,4.1,(467),Packaging,Pune +19 other locations
2257,Signature Global,3.9,(468),Real Estate,Gurgaon / Gurugram +14 other locations
2258,Symbiotec Pharmalab,4.0,(467),Pharma,Indore +15 other locations
2259,Jindal Power Limited,4.2,(467),Power,Raigarh +37 other locations
2260,Signature Global,3.9,(468),Real Estate,Gurgaon / Gurugram +14 other locations
